date;heure;ville;trafic
2025-08-05;08:00;Marseille;70.5
2025-08-05;08:00;Nice;71.5
2025-08-05;08:00;Toulon;47.6
2025-08-05;08:00;Avignon;55.9
2025-08-05;08:00;Aix-en-Provence;47.4
2025-08-05;08:00;Arles;47.1
2025-08-05;08:00;Gap;32.4
2025-08-05;08:00;Digne-les-Bains;34.2
2025-08-05;09:00;Marseille;65.5
2025-08-05;09:00;Nice;75.1
2025-08-05;09:00;Toulon;58.4
2025-08-05;09:00;Avignon;49.1
2025-08-05;09:00;Aix-en-Provence;60.4
2025-08-05;09:00;Arles;45.0
2025-08-05;09:00;Gap;30.8
2025-08-05;09:00;Digne-les-Bains;24.6
2025-08-05;10:00;Marseille;36.0
2025-08-05;10:00;Nice;32.2
2025-08-05;10:00;Toulon;36.1
2025-08-05;10:00;Avignon;31.2
2025-08-05;10:00;Aix-en-Provence;21.7
2025-08-05;10:00;Arles;19.5
2025-08-05;10:00;Gap;21.5
2025-08-05;10:00;Digne-les-Bains;7.9
2025-08-05;11:00;Marseille;36.4
2025-08-05;11:00;Nice;31.4
2025-08-05;11:00;Toulon;24.0
2025-08-05;11:00;Avignon;11.2
2025-08-05;11:00;Aix-en-Provence;21.3
2025-08-05;11:00;Arles;19.1
2025-08-05;11:00;Gap;15.6
2025-08-05;11:00;Digne-les-Bains;9.6
2025-08-05;12:00;Marseille;51.2
2025-08-05;12:00;Nice;46.9
2025-08-05;12:00;Toulon;38.1
2025-08-05;12:00;Avignon;34.0
2025-08-05;12:00;Aix-en-Provence;22.6
2025-08-05;12:00;Arles;26.3
2025-08-05;12:00;Gap;13.6
2025-08-05;12:00;Digne-les-Bains;12.5
2025-08-05;13:00;Marseille;49.6
2025-08-05;13:00;Nice;52.2
2025-08-05;13:00;Toulon;43.9
2025-08-05;13:00;Avignon;23.3
2025-08-05;13:00;Aix-en-Provence;33.8
2025-08-05;13:00;Arles;20.2
2025-08-05;13:00;Gap;21.1
2025-08-05;13:00;Digne-les-Bains;11.0
2025-08-05;14:00;Marseille;46.0
2025-08-05;14:00;Nice;39.1
2025-08-05;14:00;Toulon;40.5
2025-08-05;14:00;Avignon;31.3
2025-08-05;14:00;Aix-en-Provence;31.7
2025-08-05;14:00;Arles;13.5
2025-08-05;14:00;Gap;12.2
2025-08-05;14:00;Digne-les-Bains;7.3
2025-08-05;15:00;Marseille;34.0
2025-08-05;15:00;Nice;37.7
2025-08-05;15:00;Toulon;31.7
2025-08-05;15:00;Avignon;28.8
2025-08-05;15:00;Aix-en-Provence;19.8
2025-08-05;15:00;Arles;10.6
2025-08-05;15:00;Gap;5.3
2025-08-05;15:00;Digne-les-Bains;19.7
2025-08-05;16:00;Marseille;44.2
2025-08-05;16:00;Nice;34.6
2025-08-05;16:00;Toulon;27.6
2025-08-05;16:00;Avignon;28.1
2025-08-05;16:00;Aix-en-Provence;21.5
2025-08-05;16:00;Arles;17.9
2025-08-05;16:00;Gap;11.7
2025-08-05;16:00;Digne-les-Bains;14.6
2025-08-05;17:00;Marseille;79.8
2025-08-05;17:00;Nice;68.3
2025-08-05;17:00;Toulon;50.9
2025-08-05;17:00;Avignon;53.4
2025-08-05;17:00;Aix-en-Provence;53.5
2025-08-05;17:00;Arles;42.6
2025-08-05;17:00;Gap;28.7
2025-08-05;17:00;Digne-les-Bains;25.0
2025-08-05;18:00;Marseille;68.7
2025-08-05;18:00;Nice;75.3
2025-08-05;18:00;Toulon;63.6
2025-08-05;18:00;Avignon;56.0
2025-08-05;18:00;Aix-en-Provence;51.2
2025-08-05;18:00;Arles;47.2
2025-08-05;18:00;Gap;25.3
2025-08-05;18:00;Digne-les-Bains;24.3
2025-08-05;19:00;Marseille;72.2
2025-08-05;19:00;Nice;74.9
2025-08-05;19:00;Toulon;52.0
2025-08-05;19:00;Avignon;44.9
2025-08-05;19:00;Aix-en-Provence;56.6
2025-08-05;19:00;Arles;42.4
2025-08-05;19:00;Gap;32.1
2025-08-05;19:00;Digne-les-Bains;23.9
2025-08-05;20:00;Marseille;35.2
2025-08-05;20:00;Nice;42.8
2025-08-05;20:00;Toulon;27.2
2025-08-05;20:00;Avignon;18.3
2025-08-05;20:00;Aix-en-Provence;26.1
2025-08-05;20:00;Arles;13.7
2025-08-05;20:00;Gap;11.3
2025-08-05;20:00;Digne-les-Bains;7.4
2025-08-05;21:00;Marseille;37.3
2025-08-05;21:00;Nice;41.5
2025-08-05;21:00;Toulon;31.5
2025-08-05;21:00;Avignon;18.9
2025-08-05;21:00;Aix-en-Provence;31.2
2025-08-05;21:00;Arles;9.7
2025-08-05;21:00;Gap;8.6
2025-08-05;21:00;Digne-les-Bains;7.8
2025-08-05;22:00;Marseille;39.4
2025-08-05;22:00;Nice;30.5
2025-08-05;22:00;Toulon;24.8
2025-08-05;22:00;Avignon;24.8
2025-08-05;22:00;Aix-en-Provence;24.5
2025-08-05;22:00;Arles;19.3
2025-08-05;22:00;Gap;15.1
2025-08-05;22:00;Digne-les-Bains;8.3
2025-08-06;06:00;Marseille;45.5
2025-08-06;06:00;Nice;30.7
2025-08-06;06:00;Toulon;22.1
2025-08-06;06:00;Avignon;21.7
2025-08-06;06:00;Aix-en-Provence;13.7
2025-08-06;06:00;Arles;19.1
2025-08-06;06:00;Gap;16.9
2025-08-06;06:00;Digne-les-Bains;12.2
2025-08-06;07:00;Marseille;57.4
2025-08-06;07:00;Nice;69.9
2025-08-06;07:00;Toulon;54.1
2025-08-06;07:00;Avignon;47.1
2025-08-06;07:00;Aix-en-Provence;52.6
2025-08-06;07:00;Arles;41.1
2025-08-06;07:00;Gap;28.3
2025-08-06;07:00;Digne-les-Bains;29.1
2025-08-06;08:00;Marseille;70.7
2025-08-06;08:00;Nice;82.2
2025-08-06;08:00;Toulon;51.5
2025-08-06;08:00;Avignon;42.6
2025-08-06;08:00;Aix-en-Provence;53.4
2025-08-06;08:00;Arles;39.4
2025-08-06;08:00;Gap;24.4
2025-08-06;08:00;Digne-les-Bains;29.3
2025-08-06;09:00;Marseille;86.4
2025-08-06;09:00;Nice;69.3
2025-08-06;09:00;Toulon;51.8
2025-08-06;09:00;Avignon;49.2
2025-08-06;09:00;Aix-en-Provence;54.4
2025-08-06;09:00;Arles;40.1
2025-08-06;09:00;Gap;31.0
2025-08-06;09:00;Digne-les-Bains;29.5
2025-08-06;10:00;Marseille;35.3
2025-08-06;10:00;Nice;47.7
2025-08-06;10:00;Toulon;19.9
2025-08-06;10:00;Avignon;25.2
2025-08-06;10:00;Aix-en-Provence;33.1
2025-08-06;10:00;Arles;24.7
2025-08-06;10:00;Gap;18.4
2025-08-06;10:00;Digne-les-Bains;8.0
2025-08-06;11:00;Marseille;46.6
2025-08-06;11:00;Nice;29.2
2025-08-06;11:00;Toulon;33.3
2025-08-06;11:00;Avignon;14.0
2025-08-06;11:00;Aix-en-Provence;16.7
2025-08-06;11:00;Arles;16.8
2025-08-06;11:00;Gap;2.8
2025-08-06;11:00;Digne-les-Bains;14.6
2025-08-06;12:00;Marseille;49.2
2025-08-06;12:00;Nice;49.6
2025-08-06;12:00;Toulon;35.6
2025-08-06;12:00;Avignon;26.5
2025-08-06;12:00;Aix-en-Provence;33.1
2025-08-06;12:00;Arles;25.5
2025-08-06;12:00;Gap;20.1
2025-08-06;12:00;Digne-les-Bains;14.5
2025-08-06;13:00;Marseille;54.6
2025-08-06;13:00;Nice;46.2
2025-08-06;13:00;Toulon;44.9
2025-08-06;13:00;Avignon;31.3
2025-08-06;13:00;Aix-en-Provence;26.5
2025-08-06;13:00;Arles;23.3
2025-08-06;13:00;Gap;17.2
2025-08-06;13:00;Digne-les-Bains;11.3
2025-08-06;14:00;Marseille;47.8
2025-08-06;14:00;Nice;36.0
2025-08-06;14:00;Toulon;43.0
2025-08-06;14:00;Avignon;35.3
2025-08-06;14:00;Aix-en-Provence;29.2
2025-08-06;14:00;Arles;28.8
2025-08-06;14:00;Gap;13.9
2025-08-06;14:00;Digne-les-Bains;6.9
2025-08-06;15:00;Marseille;35.6
2025-08-06;15:00;Nice;26.1
2025-08-06;15:00;Toulon;28.9
2025-08-06;15:00;Avignon;26.1
2025-08-06;15:00;Aix-en-Provence;21.1
2025-08-06;15:00;Arles;15.4
2025-08-06;15:00;Gap;7.5
2025-08-06;15:00;Digne-les-Bains;6.6
2025-08-06;16:00;Marseille;43.9
2025-08-06;16:00;Nice;34.3
2025-08-06;16:00;Toulon;30.7
2025-08-06;16:00;Avignon;19.6
2025-08-06;16:00;Aix-en-Provence;15.4
2025-08-06;16:00;Arles;25.0
2025-08-06;16:00;Gap;16.1
2025-08-06;16:00;Digne-les-Bains;17.6
2025-08-06;17:00;Marseille;74.6
2025-08-06;17:00;Nice;72.2
2025-08-06;17:00;Toulon;50.0
2025-08-06;17:00;Avignon;50.5
2025-08-06;17:00;Aix-en-Provence;61.3
2025-08-06;17:00;Arles;43.3
2025-08-06;17:00;Gap;40.7
2025-08-06;17:00;Digne-les-Bains;21.3
2025-08-06;18:00;Marseille;88.0
2025-08-06;18:00;Nice;79.4
2025-08-06;18:00;Toulon;62.6
2025-08-06;18:00;Avignon;47.5
2025-08-06;18:00;Aix-en-Provence;53.9
2025-08-06;18:00;Arles;50.2
2025-08-06;18:00;Gap;25.3
2025-08-06;18:00;Digne-les-Bains;27.9
2025-08-06;19:00;Marseille;69.9
2025-08-06;19:00;Nice;76.9
2025-08-06;19:00;Toulon;61.6
2025-08-06;19:00;Avignon;46.8
2025-08-06;19:00;Aix-en-Provence;54.6
2025-08-06;19:00;Arles;38.7
2025-08-06;19:00;Gap;30.2
2025-08-06;19:00;Digne-les-Bains;23.9
2025-08-06;20:00;Marseille;35.4
2025-08-06;20:00;Nice;30.1
2025-08-06;20:00;Toulon;25.7
2025-08-06;20:00;Avignon;23.5
2025-08-06;20:00;Aix-en-Provence;27.5
2025-08-06;20:00;Arles;14.5
2025-08-06;20:00;Gap;8.1
2025-08-06;20:00;Digne-les-Bains;9.2
2025-08-06;21:00;Marseille;31.1
2025-08-06;21:00;Nice;29.8
2025-08-06;21:00;Toulon;28.3
2025-08-06;21:00;Avignon;14.4
2025-08-06;21:00;Aix-en-Provence;29.0
2025-08-06;21:00;Arles;11.3
2025-08-06;21:00;Gap;16.9
2025-08-06;21:00;Digne-les-Bains;17.9
2025-08-06;22:00;Marseille;36.2
2025-08-06;22:00;Nice;38.9
2025-08-06;22:00;Toulon;22.1
2025-08-06;22:00;Avignon;22.8
2025-08-06;22:00;Aix-en-Provence;17.6
2025-08-06;22:00;Arles;20.5
2025-08-06;22:00;Gap;15.7
2025-08-06;22:00;Digne-les-Bains;8.3
2025-08-07;06:00;Marseille;31.9
2025-08-07;06:00;Nice;36.6
2025-08-07;06:00;Toulon;24.7
2025-08-07;06:00;Avignon;25.1
2025-08-07;06:00;Aix-en-Provence;33.0
2025-08-07;06:00;Arles;20.8
2025-08-07;06:00;Gap;13.7
2025-08-07;06:00;Digne-les-Bains;10.2
2025-08-07;07:00;Marseille;77.2
2025-08-07;07:00;Nice;79.2
2025-08-07;07:00;Toulon;55.4
2025-08-07;07:00;Avignon;56.0
2025-08-07;07:00;Aix-en-Provence;47.6
2025-08-07;07:00;Arles;34.7
2025-08-07;07:00;Gap;25.9
2025-08-07;07:00;Digne-les-Bains;21.7
2025-08-07;08:00;Marseille;71.4
2025-08-07;08:00;Nice;74.0
2025-08-07;08:00;Toulon;60.8
2025-08-07;08:00;Avignon;51.5
2025-08-07;08:00;Aix-en-Provence;58.3
2025-08-07;08:00;Arles;44.5
2025-08-07;08:00;Gap;24.1
2025-08-07;08:00;Digne-les-Bains;19.1
2025-08-07;09:00;Marseille;77.8
2025-08-07;09:00;Nice;63.1
2025-08-07;09:00;Toulon;63.3
2025-08-07;09:00;Avignon;60.5
2025-08-07;09:00;Aix-en-Provence;52.4
2025-08-07;09:00;Arles;32.5
2025-08-07;09:00;Gap;25.3
2025-08-07;09:00;Digne-les-Bains;19.6
2025-08-07;10:00;Marseille;35.2
2025-08-07;10:00;Nice;25.5
2025-08-07;10:00;Toulon;21.2
2025-08-07;10:00;Avignon;27.2
2025-08-07;10:00;Aix-en-Provence;25.6
2025-08-07;10:00;Arles;17.7
2025-08-07;10:00;Gap;19.7
2025-08-07;10:00;Digne-les-Bains;16.6
2025-08-07;11:00;Marseille;33.2
2025-08-07;11:00;Nice;31.5
2025-08-07;11:00;Toulon;31.2
2025-08-07;11:00;Avignon;16.0
2025-08-07;11:00;Aix-en-Provence;26.9
2025-08-07;11:00;Arles;21.1
2025-08-07;11:00;Gap;12.5
2025-08-07;11:00;Digne-les-Bains;14.6
2025-08-07;12:00;Marseille;40.8
2025-08-07;12:00;Nice;43.1
2025-08-07;12:00;Toulon;39.7
2025-08-07;12:00;Avignon;26.9
2025-08-07;12:00;Aix-en-Provence;37.2
2025-08-07;12:00;Arles;19.1
2025-08-07;12:00;Gap;18.6
2025-08-07;12:00;Digne-les-Bains;9.4
2025-08-07;13:00;Marseille;46.5
2025-08-07;13:00;Nice;42.4
2025-08-07;13:00;Toulon;41.8
2025-08-07;13:00;Avignon;37.9
2025-08-07;13:00;Aix-en-Provence;40.2
2025-08-07;13:00;Arles;18.7
2025-08-07;13:00;Gap;14.8
2025-08-07;13:00;Digne-les-Bains;14.8
2025-08-07;14:00;Marseille;47.8
2025-08-07;14:00;Nice;35.7
2025-08-07;14:00;Toulon;38.5
2025-08-07;14:00;Avignon;26.1
2025-08-07;14:00;Aix-en-Provence;33.1
2025-08-07;14:00;Arles;21.0
2025-08-07;14:00;Gap;22.5
2025-08-07;14:00;Digne-les-Bains;13.1
2025-08-07;15:00;Marseille;39.1
2025-08-07;15:00;Nice;33.0
2025-08-07;15:00;Toulon;28.9
2025-08-07;15:00;Avignon;23.3
2025-08-07;15:00;Aix-en-Provence;26.2
2025-08-07;15:00;Arles;18.3
2025-08-07;15:00;Gap;7.5
2025-08-07;15:00;Digne-les-Bains;7.3
2025-08-07;16:00;Marseille;36.5
2025-08-07;16:00;Nice;36.8
2025-08-07;16:00;Toulon;20.4
2025-08-07;16:00;Avignon;23.8
2025-08-07;16:00;Aix-en-Provence;28.4
2025-08-07;16:00;Arles;19.4
2025-08-07;16:00;Gap;5.3
2025-08-07;16:00;Digne-les-Bains;16.4
2025-08-07;17:00;Marseille;71.5
2025-08-07;17:00;Nice;68.5
2025-08-07;17:00;Toulon;48.3
2025-08-07;17:00;Avignon;43.8
2025-08-07;17:00;Aix-en-Provence;46.8
2025-08-07;17:00;Arles;31.9
2025-08-07;17:00;Gap;36.9
2025-08-07;17:00;Digne-les-Bains;31.3
2025-08-07;18:00;Marseille;81.9
2025-08-07;18:00;Nice;84.7
2025-08-07;18:00;Toulon;57.6
2025-08-07;18:00;Avignon;45.1
2025-08-07;18:00;Aix-en-Provence;64.2
2025-08-07;18:00;Arles;40.1
2025-08-07;18:00;Gap;30.9
2025-08-07;18:00;Digne-les-Bains;21.8
2025-08-07;19:00;Marseille;74.5
2025-08-07;19:00;Nice;74.4
2025-08-07;19:00;Toulon;49.7
2025-08-07;19:00;Avignon;54.0
2025-08-07;19:00;Aix-en-Provence;56.2
2025-08-07;19:00;Arles;37.3
2025-08-07;19:00;Gap;26.2
2025-08-07;19:00;Digne-les-Bains;24.8
2025-08-07;20:00;Marseille;39.0
2025-08-07;20:00;Nice;25.9
2025-08-07;20:00;Toulon;21.5
2025-08-07;20:00;Avignon;29.1
2025-08-07;20:00;Aix-en-Provence;25.7
2025-08-07;20:00;Arles;14.3
2025-08-07;20:00;Gap;2.3
2025-08-07;20:00;Digne-les-Bains;5.4
2025-08-07;21:00;Marseille;33.5
2025-08-07;21:00;Nice;35.7
2025-08-07;21:00;Toulon;26.6
2025-08-07;21:00;Avignon;31.1
2025-08-07;21:00;Aix-en-Provence;24.7
2025-08-07;21:00;Arles;17.7
2025-08-07;21:00;Gap;21.1
2025-08-07;21:00;Digne-les-Bains;18.5
2025-08-07;22:00;Marseille;32.4
2025-08-07;22:00;Nice;34.4
2025-08-07;22:00;Toulon;23.8
2025-08-07;22:00;Avignon;26.7
2025-08-07;22:00;Aix-en-Provence;25.8
2025-08-07;22:00;Arles;23.8
2025-08-07;22:00;Gap;16.7
2025-08-07;22:00;Digne-les-Bains;13.5
2025-08-08;06:00;Marseille;45.5
2025-08-08;06:00;Nice;31.9
2025-08-08;06:00;Toulon;20.8
2025-08-08;06:00;Avignon;19.2
2025-08-08;06:00;Aix-en-Provence;20.7
2025-08-08;06:00;Arles;22.8
2025-08-08;06:00;Gap;18.4
2025-08-08;06:00;Digne-les-Bains;8.1
2025-08-08;07:00;Marseille;87.4
2025-08-08;07:00;Nice;82.6
2025-08-08;07:00;Toulon;58.2
2025-08-08;07:00;Avignon;52.5
2025-08-08;07:00;Aix-en-Provence;58.6
2025-08-08;07:00;Arles;47.5
2025-08-08;07:00;Gap;25.9
2025-08-08;07:00;Digne-les-Bains;18.6
2025-08-08;08:00;Marseille;77.4
2025-08-08;08:00;Nice;68.0
2025-08-08;08:00;Toulon;53.9
2025-08-08;08:00;Avignon;48.2
2025-08-08;08:00;Aix-en-Provence;53.5
2025-08-08;08:00;Arles;48.0
2025-08-08;08:00;Gap;23.5
2025-08-08;08:00;Digne-les-Bains;26.6
2025-08-08;09:00;Marseille;79.0
2025-08-08;09:00;Nice;68.9
2025-08-08;09:00;Toulon;52.2
2025-08-08;09:00;Avignon;53.0
2025-08-08;09:00;Aix-en-Provence;54.4
2025-08-08;09:00;Arles;48.4
2025-08-08;09:00;Gap;24.0
2025-08-08;09:00;Digne-les-Bains;32.9
2025-08-08;10:00;Marseille;31.9
2025-08-08;10:00;Nice;33.7
2025-08-08;10:00;Toulon;30.6
2025-08-08;10:00;Avignon;18.8
2025-08-08;10:00;Aix-en-Provence;18.3
2025-08-08;10:00;Arles;27.5
2025-08-08;10:00;Gap;16.5
2025-08-08;10:00;Digne-les-Bains;6.2
2025-08-08;11:00;Marseille;42.7
2025-08-08;11:00;Nice;31.7
2025-08-08;11:00;Toulon;27.7
2025-08-08;11:00;Avignon;23.2
2025-08-08;11:00;Aix-en-Provence;25.1
2025-08-08;11:00;Arles;21.0
2025-08-08;11:00;Gap;13.8
2025-08-08;11:00;Digne-les-Bains;13.0
2025-08-08;12:00;Marseille;49.4
2025-08-08;12:00;Nice;45.1
2025-08-08;12:00;Toulon;41.3
2025-08-08;12:00;Avignon;26.3
2025-08-08;12:00;Aix-en-Provence;35.9
2025-08-08;12:00;Arles;21.0
2025-08-08;12:00;Gap;20.8
2025-08-08;12:00;Digne-les-Bains;18.7
2025-08-08;13:00;Marseille;54.1
2025-08-08;13:00;Nice;54.7
2025-08-08;13:00;Toulon;30.4
2025-08-08;13:00;Avignon;31.5
2025-08-08;13:00;Aix-en-Provence;29.1
2025-08-08;13:00;Arles;29.8
2025-08-08;13:00;Gap;14.7
2025-08-08;13:00;Digne-les-Bains;16.8
2025-08-08;14:00;Marseille;46.4
2025-08-08;14:00;Nice;46.8
2025-08-08;14:00;Toulon;37.5
2025-08-08;14:00;Avignon;29.3
2025-08-08;14:00;Aix-en-Provence;25.3
2025-08-08;14:00;Arles;24.5
2025-08-08;14:00;Gap;14.5
2025-08-08;14:00;Digne-les-Bains;22.1
2025-08-08;15:00;Marseille;24.6
2025-08-08;15:00;Nice;24.9
2025-08-08;15:00;Toulon;31.5
2025-08-08;15:00;Avignon;25.5
2025-08-08;15:00;Aix-en-Provence;25.5
2025-08-08;15:00;Arles;22.2
2025-08-08;15:00;Gap;8.7
2025-08-08;15:00;Digne-les-Bains;13.9
2025-08-08;16:00;Marseille;33.0
2025-08-08;16:00;Nice;34.7
2025-08-08;16:00;Toulon;28.4
2025-08-08;16:00;Avignon;27.9
2025-08-08;16:00;Aix-en-Provence;28.6
2025-08-08;16:00;Arles;17.8
2025-08-08;16:00;Gap;23.2
2025-08-08;16:00;Digne-les-Bains;16.6
2025-08-08;17:00;Marseille;77.4
2025-08-08;17:00;Nice;69.0
2025-08-08;17:00;Toulon;61.3
2025-08-08;17:00;Avignon;56.6
2025-08-08;17:00;Aix-en-Provence;61.4
2025-08-08;17:00;Arles;32.6
2025-08-08;17:00;Gap;33.1
2025-08-08;17:00;Digne-les-Bains;21.8
2025-08-08;18:00;Marseille;76.5
2025-08-08;18:00;Nice;77.4
2025-08-08;18:00;Toulon;66.1
2025-08-08;18:00;Avignon;48.0
2025-08-08;18:00;Aix-en-Provence;60.6
2025-08-08;18:00;Arles;41.8
2025-08-08;18:00;Gap;26.4
2025-08-08;18:00;Digne-les-Bains;23.7
2025-08-08;19:00;Marseille;71.1
2025-08-08;19:00;Nice;80.8
2025-08-08;19:00;Toulon;53.6
2025-08-08;19:00;Avignon;49.0
2025-08-08;19:00;Aix-en-Provence;54.1
2025-08-08;19:00;Arles;46.2
2025-08-08;19:00;Gap;29.9
2025-08-08;19:00;Digne-les-Bains;23.8
2025-08-08;20:00;Marseille;33.5
2025-08-08;20:00;Nice;31.4
2025-08-08;20:00;Toulon;22.3
2025-08-08;20:00;Avignon;22.2
2025-08-08;20:00;Aix-en-Provence;12.2
2025-08-08;20:00;Arles;18.1
2025-08-08;20:00;Gap;13.2
2025-08-08;20:00;Digne-les-Bains;10.6
2025-08-08;21:00;Marseille;34.6
2025-08-08;21:00;Nice;35.5
2025-08-08;21:00;Toulon;25.4
2025-08-08;21:00;Avignon;23.5
2025-08-08;21:00;Aix-en-Provence;19.2
